id	qid1	sentence1	qid2	sentence2	label
174	325227	0/1/2/16/4/5/6/7/8/9/18/11/12/13/14/15/3/17/10	325227	0/1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18	0
175	255336	0/1/2/3/8/5/6/7/4/5/10	255336	0/1/2/3/4/5/6/7/8/9/10	0
176	337267	0/1/2/11/4/5/6/7/8/9/10/3/12/13/14/15/16/17/18	337267	0/1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18	0
177	383807	0/1/2/3/4/5/11/7/8/9/10/6/12/13/14/15/16/17/18	383807	0/1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18	0
178	214029	15/1/2/3/4/5/6/7/21/9/10/11/12/13/14/0/16/17/18/19/20/21/22	214029	15/1/2/3/4/5/6/7/8/9/10/11/12/13/14/0/16/17/18/19/20/21/22	1
179	180655	0/1/2/3/4/5/6/7	180655	0/4/5/2/3/1/6/7	0
180	494948	0/9/10/3/4/5/6/7/8/9/2/11/12/13/14/15/16/17/18	494948	0/9/10/3/8/5/6/7/4/1/2/11/12/13/14/15/16/17/18	0
181	378408	0/1/2/3/6/5/4/7/8/9/10/11/12/13/14	378408	0/1/2/3/4/5/6/7/8/9/10/11/12/13/14	0
182	387590	0/1/(110040,7):(506670,6):(183163,4):(205628,4)/3/4/5/6/7/8/9/10/11/12/13/14/15/(514077,2)/17/18	387590	0/1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18	0
183	465100	0/1/2/3/4/5/6/7/8/9/10/11/12/13/14/7/16	465100	0/1/2/3/4/13/6/7/8/9/10/11/12/13/14/15/16	1
184	148514	0/1/2/3/4/5/6/15/8/9/10/11/12/13/14/15/16/17/18/19/20/21	148514	0/1/2/3/20/14/15/8/9/10/11/12/13/14/7/16/17/18/19/4/5/21	0
185	334636	0/1/2/3/6/5/4/7	334636	0/1/2/3/4/5/6/7	0
186	268354	0/1/2/3/4/5/6/7/8/9/10/11/15/13/14/1/16/17/18/19/20	268354	0/1/2/3/4/5/8/7/6/9/10/11/15/13/14/12/16/17/18/19/20	1
187	109133	0/1/(281006,18)/3/(2268,14)/5/6/(382538,4):(256104,9):(343405,19)/8/9/10/11/12/13/14	109133	0/1/2/3/4/5/6/7/8/9/10/11/12/13/14	0
188	228602	0/1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19	228602	0/1/13/14/15/5/6/7/8/9/10/11/1/13/3/4/16/17/18/19	0
189	462895	0/13/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16	462895	0/1/2/3/4/5/6/7/8/14/10/11/12/1/9/15/16	0
190	22074	0/1/2/12/4/13/6/7/8/9/10/11/3/13/14	22074	0/1/2/3/4/5/6/7/8/9/10/11/12/13/14	0
191	457903	0/1/2/3/4/5/6/7/8/9/10/11/12/13	457903	0/1/2/3/4/5/6/12/8/9/10/11/7/13	0
192	206043	0/1/5/3/4/2/6/7/26/9/10/11/12/13/14/15/16/17/18/19/20/21/22/23/24/25/16/27/28/29/30	206043	0/1/2/3/4/5/6/7/16/9/10/11/12/6/14/15/26/17/18/19/20/21/22/23/24/25/16/27/28/29/30	0
193	516575	0/1/2/3/(84729,4)/5/6/7/8/9/10/11/12	516575	0/1/2/3/4/5/6/7/8/9/10/11/12	1
194	117663	0/1/2/3/4/5/9/7/8/6/10/11	117663	0/1/2/3/4/5/6/7/8/9/10/11	0
195	361513	0/1/10/3/4/10/6/7/8/18/5/11/12/13/14/15/16/17/18/5/20/21/22	361513	0/1/2/3/4/5/6/7/8/18/2/20/12/13/14/15/16/17/9/19/11/21/22	1
196	370196	0/1/2/3/4/5/6/7/8/9	370196	0/5/6/3/4/1/2/7/8/9	0
197	237151	0/1/2/3/4/9/6/7/8/5/10/11/12	237151	0/1/2/3/4/5/6/7/8/9/10/11/12	0
198	415594	0/1/2/3/4/5/13/7/0/9/10/11/12/13/14/15/16/17/18/19	415594	8/1/9/3/4/5/13/7/8/2/10/11/12/13/14/15/16/17/18/19	0
199	291899	8/1/2/3/4/5/6/7/8/9/10/11/7	291899	8/1/5/3/4/2/6/7/8/9/10/11/7	1
200	492091	0/1/2/3/4/5/6/7/8/9/10/11	492091	0/1/2/3/4/5/8/7/6/9/10/11	0
201	385258	0/1/2/3/4/5/8/6/7/9/10	385258	0/1/2/3/4/5/6/7/8/9/10	0
202	345508	0/1/11/3/4/11/6/13/8/15/10/5/12/13/14/9/16	345508	0/1/2/3/4/11/12/13/14/9/10/5/6/13/14/15/16	1
203	362129	0/8/7/3/4/5/6/7/8/9/10/11/12/13	362129	0/1/7/10/4/5/6/2/8/9/3/11/12/13	0
204	241486	0/1/6/4/5/2/3/7/8/9/10/11/12/13/14/15/16/17/18/6/20/21	241486	0/1/2/3/4/13/19/7/8/9/10/11/12/13/11/15/16/17/18/6/20/21	0
205	63143	0/1/2/7/4/5/6/3/8/9/10	63143	0/1/2/7/4/5/6/7/8/9/10	1
206	181340	0/1/2/3/4/5/6/7/8/9/10/11/19/20/21/13/14/15/16/17/18/16/22/23/24/25/26/27/28/29	181340	0/1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20/21/22/23/24/25/26/27/28/29	0
207	140141	0/11/2/3/4/5/12/7/8/9/10/11/6/13/14/15	140141	0/1/2/3/4/5/6/7/8/9/10/1/12/13/14/15	1
208	236978	0/1/7/4/(354403,25):(139504,4)/(99908,7)/3/8/9/10	236978	2/0/1/2/3/4/(94848,29):(515544,5)/(203495,6)/2/7/8/9/10/6	0
209	343186	0/3/2/(401032,5)/4/5/6/7/8/9	343186	0/1/2/3/9/5/6/7/8/9	0
210	350411	26/1/2/3/15/16/17/6/7/8/9/10/22/12/13/14/4/5/18/19/20/21/22/23/24/25/0/27/28	350411	0/1/2/3/4/5/6/7/8/9/10/22/12/13/14/15/16/17/18/19/20/21/11/23/24/25/0/27/28	0
211	373768	0/1/2/9/4/5/25/7/8/3/10/11/12/13/20/17/16/15/21/19/16/21/22/23/24/25/26/27/28/29	373768	0/1/2/3/4/5/6/7/8/9/10/11/12/13/16/15/16/15/18/19/16/18/22/23/24/25/26/27/28/29	0
212	266514	0/1/2/3/7/8/6/4/5/9	266514	0/1/2/3/4/5/6/7/5/9	1
213	484194	0/1/2/3/4/5/6/7/8/9/10/11/12	484194	0/1/2/3/4/5/6/7/8/9/10/11/12	1
214	461249	0/1/2/3/4/5/6/7/8/9/10/7/12/13/14	461249	0/1/2/3/4/5/6/11/8/9/10/7/12/13/14	1
215	25199	0/1/2/3/4/5	25199	0/4/2/3/1/5	0
216	369069	0/1/12/3/4/5/6/7/8/9/10/11/2/13/14/15/16/17/18	369069	0/1/12/3/4/5/6/7/8/18/15/11/12/13/14/10/16/17/18	1
217	82652	0/1/2/3/4/5/6	82652	0/2/3/1/4/5/6	1
218	358161	0/11/12/3/4/5/6/7/8/9/10/1/12/13	358161	0/1/2/3/4/5/6/7/8/9/10/11/12/13	1
219	281208	0/1/2/3/4/5/6/7/8/9/10/7/12	281208	0/1/2/3/4/9/6/11/8/5/6/11/12	1
220	527598	0/1/2/3/4/5/6/7/8/9/10/11/4/18/14/15/16/17/13/19/20/21	527598	0/1/2/3/12/5/6/7/8/9/10/11/4/13/14/15/16/17/18/19/20/21	0
221	162065	0/1/2/3/4/5/6/13/8/15/10/11/12/7/14/9	162065	0/1/2/3/4/5/6/7/8/15/10/11/12/13/8/15	0
222	277208	0/8/2/3/4/5/13/7/1/9/10/11/12/6/14/15	277208	0/1/2/3/4/5/13/7/8/9/10/11/12/13/14/15	0
223	447089	0/1/5/3/4/2/6/7/8	447089	0/1/2/3/4/5/6/7/8	0
224	507552	0/1/2/3/4/16/6/7/8/9/10/11/12/13/14/15/5/17/18/19/20/21/22/23/24/25/26/27/28/29	507552	0/1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20/4/22/23/24/25/26/27/28/29	0
225	160100	0/1/5/3/4/2/6/7	160100	0/1/2/3/4/5/3/7	0
226	190686	0/1/2/3/4/5/10/7/8/9/6/11/12	190686	0/1/2/3/4/5/6/7/8/9/10/11/12	0
227	134729	0/1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20/21	134729	0/1/4/3/2/5/6/7/8/9/10/16/12/13/14/15/16/17/18/19/20/21	0
228	44428	0/1/2/3/4/5/6/7/8/9/10/11	44428	0/5/6/3/4/1/2/7/8/9/10/11	0
229	39369	0/4/2/3/1/5/6/7	39369	0/1/2/3/4/5/6/7	0
230	501894	0/1/15/3/4/5/6/7/8/9/10/11/12/13/14/2/16	501894	0/1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16	0
231	43319	0/1/18/3/11/12/13/7/8/9/10/4/18/13/14/15/16/17/5/19/11/23/22/21/24	43319	0/1/2/3/11/9/6/7/8/5/10/4/2/6/7/15/16/17/9/19/20/21/22/23/24	0
232	405893	0/1/2/3/4/5/6/7/8/9/10/11/12	405893	0/10/11/2/3/4/5/6/7/8/9/1/12	0
233	134785	0/1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/7/17/18	134785	0/1/2/3/4/5/8/7/6/9/10/11/12/13/14/15/16/17/18	0
234	202898	0/1/14/3/4/5/6/7/20/9/10/11/12/1/14/15/16/2/18/19/20/21/22/23/24/6	202898	0/1/14/15/4/5/25/7/8/9/21/11/12/13/14/3/16/17/18/19/20/23/22/10/24/6	0
235	356660	24/25/26/27/3/29/5/31/32/33/34/35/36/37/38/39/5/41/42	356660	24/(121875,7)/26/2/28/29/30/6/7/33/35/36/37/38/39/5/41/39/10	1
236	447950	0/1/2/3/11/5/13/7/8/9/10/11/12/13/14	447950	0/1/2/3/11/12/10/7/8/9/13/4/5/6/14	0
237	236460	0/1/2/3/4/5/13/7/8/9/10/11/12/6/7	236460	0/1/2/3/4/12/6/14/8/9/10/11/5/13/7	0
238	392722	0/1/2/3/4/5/6/7/8/9/10/11/16/13/14/15/16/17/18	392722	0/1/2/3/4/5/6/7/8/9/10/11/16/13/14/15/16/17/18	1
239	376407	0/1/2/3/4/5/6/7/13/9/10/11/12/8/14	376407	0/1/2/3/4/5/6/7/8/9/10/11/12/13/14	0
240	440912	0/1/2/3/4/5/6/7/8/11/12/10/9/13	440912	0/1/2/3/4/5/6/7/8/9/10/11/12/13	0
241	79517	0/1/2/3/4/5/6/7/8/9/10	79517	0/1/2/3/4/5/8/7/6/9/10	0
242	509835	12/13/14/15/16/17/18/19/20/21/9/23/11	509835	12/13/14/15/16/17/18/19/20/21/9/10/24	1
243	42479	0/3/2/1/4/5/6/7/8/9/10/11	42479	0/1/2/3/4/5/6/2/8/9/10/11	0
244	357146	0/1/2/3/10/5/12/13/8/9/4/11/6/7/14	357146	0/1/2/3/4/11/6/13/8/9/4/11/12/7/14	0
245	218614	0/1/2/3/4/5/6	218614	0/1/2/5/4/3/6	0
246	225439	0/1/2/3/4/5/6/7/8/9/10/11	225439	0/1/2/8/4/5/6/7/3/9/10/11	0
247	449994	0/7/2/3/4/5/0/1/8/9/10/11/12	449994	6/1/2/3/4/5/6/7/8/9/10/11/12	0
248	387503	0/1/2/11/4/5/6/7/8/9/24/3/12/13/14/15/16/17/18/19/20/21/22/23/10	387503	0/1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20/21/22/23/10	1
249	381065	5/1/2/3/4/0/6/7/19/10/10/11/12/13/14/15/5/17/18/19/20/21/22/23/24/25/26/27	381065	16/1/2/3/4/0/6/7/18/(469018,7)/11/12/13/14/15/0/17/8/19/20/21/22/23/24/25/26/27	0
250	136408	0/1/2/3/4/5/6/7/8/6/10/11	136408	0/1/2/3/4/8/6/7/5/9/10/11	1
251	229334	0/1/2/3/4/5/6/11	229334	0/1/5/3/4/2/6/11	0
252	457473	0/1/2/3/4/5/6/7/8/9/10/11	457473	0/1/2/3/4/5/6/7/8/9/10/11	1
253	404421	0/1/12/3/10/5/6/7/12/13/10/11/2/9/14	404421	0/1/2/3/10/5/6/7/8/9/10/11/12/13/14	0
254	370051	0/1/6/3/4/5/2/7/8/9/10/11	370051	0/1/2/3/4/5/6/7/8/9/10/11	1
255	125491	0/1/2/3/4/5/6/7/8/9/10	125491	0/1/2/3/4/5/6/7/8/9/10	1
256	86572	0/1/2/3/4/5/6/7/8/9/10/11/18/20/14/15/16/17/12/19/13/21/22	86572	0/1/2/3/4/5/6/7/8/9/10/11/12/20/14/15/16/17/18/19/13/21/22	0
257	19164	0/1/2/3/4/5/6/7/8/9/7/11	19164	0/1/2/3/4/5/9/10/8/6/7/11	0
258	370556	0/21/2/3/4/5/6/7/8/15/10/11/12/13/14/9/16/17/18/19/20/1/22/23/24/25/26/27	370556	0/1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20/1/22/23/24/25/26/27	0
259	417006	(82307,3)/1/2/3/4/5/6/7/8/9	417006	(436978,0)/1/5/3/4/2/6/7/8/9	1
260	136080	0/1/2/8/9/5/6/7/3/4/10	136080	0/1/2/3/4/5/6/7/8/9/10	0
261	99238	0/1/2/6/4/5/3/7/8/9/10	99238	0/1/2/3/4/5/6/7/8/9/10	0
262	507426	0/1/2/3/4/5/6/7/8/9/10/11/12/13/14/12/16/17/18/19/20/21/22/23	507426	0/1/2/3/4/5/6/7/14/9/10/11/15/13/8/12/16/17/18/19/20/21/22/23	1
263	268503	0/1/2/7/4/9/6/3/8/5/10	268503	0/1/2/7/8/9/6/7/4/9/10	1
264	188067	0/1/2/8/9/10/6/7/3/9/10	188067	0/1/2/3/4/10/6/7/8/4/5	0
265	468689	0/1/2/3/4/5	468689	0/1/2/3/4/5	1
266	317138	0/1/2/3/4/5/6/12/8/9/10/11/7/13/14/15	317138	0/1/2/3/4/5/6/7/8/9/10/11/12/13/14/15	0
267	254097	0/1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20/21/22	254097	0/1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20/21/22	1
268	215358	0/1/2/3/8/5/10/7/4/9/6/11/12/13	215358	0/1/2/3/8/9/10/7/8/5/10/11/12/13	1
269	150338	16/17/2/3/4/5/0/7/8/9/10/11/12/13/14/15/0/1/9/19	150338	0/1/2/3/4/5/16/7/8/18/10/11/12/13/14/15/6/17/18/19	0
270	197724	0/18/2/3/4/5/6/7/8/21/19/11/12/21/14/15/16/17/18/10/20/9/22	197724	0/1/2/3/4/5/6/7/8/9/10/11/12/21/14/15/16/17/18/19/20/13/22	0
271	466067	9/1/2/3/4/19/6/7/8/9/10/11/12/13/14/(325489,0)/17/9/5/20/21/22	466067	0/1/2/3/4/5/6/7/8/9/10/11/12/13/(279659,2):(10955,7):(167815,14):(281695,5)/17/0/19/20/21/22	0
272	354042	0/1/2/3/4/5/8/7/6/9/10/11/12	354042	0/1/2/3/4/5/6/7/8/9/10/11/12	1
273	494129	0/1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/4/18/19/20/21/22/23/24/25/26/27	494129	0/1/2/3/4/5/6/7/8/21/22/10/11/12/13/14/15/16/4/18/19/20/26/23/24/25/9/27	0
274	173780	0/1/2/3/4/5/6/7/8/9/10/24/12/13/28/15/16/17/18/19/20/21/37/23/24/25/26/27/28/29/30/31/32/33/34/35/36/37/38/39/40/41/42/43/44/45	173780	15/1/2/27/4/5/6/7/8/9/10/42/12/13/(18693,11)/15/16/17/18/19/20/21/22/23/42/25/26/(347782,16)/28/3/45/29/30/31/32/33/34/35/36/37/38/39/40/41/11/43/44/45	0
275	534708	0/1/2/3/4/5/6/7/8/9/10/11/12/18/14/15/11/17/18/19	534708	0/1/2/3/4/5/6/7/8/9/10/16/17/13/14/15/11/12/13/19	0
276	297062	19/1/2/3/12/5/6/7/8/9/10/11/4/13/14/15/16/17/18/0/20/21	297062	0/1/2/3/4/5/6/7/19/8/9/10/11/4/13/(165836,18):(56180,6)/17/18/19/20/21	1
277	183914	0/1/2/3/4/5/6/7/8/9/10/11/12/13/14	183914	0/1/2/3/4/5/6/7/8/9/10/11/(90713,9)/13/14	1
278	383195	0/5/2/3/4/1/6/7/8/9	383195	0/1/2/3/4/5/6/7/8/9	0
279	34007	10/1/2/3/4/5/12/7/8/9/10/11/6/13/14/15/16/9	34007	10/1/2/3/4/5/12/7/8/9/10/11/12/13/14/15/16/17	1
280	399074	0/1/2/7/4/5/6/3/8	399074	0/1/6/3/4/5/2/7/8	0
281	122454	0/1/2/6/4/5/3/11/8/9/10/7/12/13/14/15/16	122454	0/1/2/3/4/5/6/7/8/9/10/7/12/13/14/15/16	0
282	299806	0/1/2/6/4/5/3/7	299806	0/1/2/3/4/5/6/7	0
283	396683	0/1/2/7/4/5/6/9/8/3/10/11/5/13/14/15/16	396683	0/1/2/3/4/12/6/7/8/3/10/11/5/13/14/15/16	0
284	282803	0/1/10/3/4/5/6/7/8/9/2/11/12/13	282803	0/1/2/3/4/5/6/7/8/9/10/11/12/13	0
285	366890	0/1/2/3/4/5/6/7/8/9/10	366890	0/1/2/6/4/5/3/7/8/9/10	0
286	526270	0/1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17	526270	0/1/2/3/4/5/6/7/8/9/13/11/12/10/16/14/17	0
287	482191	0/1/2/3/7/5/6/4/5/9/10/11/12/13/14	482191	0/1/2/3/4/5/6/7/5/9/10/11/12/13/14	1
288	102295	0/1/2/9/4/5/6/7/8/3/10/11/12/13/14/15/16/17/18/19/20	102295	0/1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20	0
289	157788	0/1/2/3/4/5/6/7/8/9/10/11/12/13/2/15/16/17/8/19/20/21/22/23/24	157788	0/1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/23/21/22/20/24	0
290	446026	0/18/19/3/13/22/6/19/20/9/10/11/12/4/14/15/16/17/18/7/20/21/22/23/24/25/26/27/28	446026	11/(491911,2)/2/3/13/14/6/2/20/9/(423719,3)/(27294,15)/11/12/4/15/16/0/(85910,2)/7/20/7/(32530,3)/22/23/(138680,8)/(126025,12)/25/26/22	0
291	392365	0/1/2/3/4/8/6/7/5/9/10	392365	0/1/2/3/4/5/6/7/8/9/10	0
292	454804	0/1/2/3/4/5/6/7/8/9	454803	0/1/2/4/3/5/6/7/8/9	1
293	396468	0/1/2/3/4/5/6/7/8/9	396468	0/1/2/6/7/4/5/3/8/9	0
294	51062	0/1/2/9/4/5/6/7/8/3/10/11	51062	0/1/2/3/4/5/6/7/8/9/10/22	0
295	223108	0/1/2/3/7/5/6/4/8/9/10/9	223108	0/1/2/3/4/5/6/7/8/11/10/9	0
296	366329	0/1/2/3/4/5/6/7/8/9/10/11/12/13/14/15	366329	0/1/2/3/4/5/6/7/8/9/10/11/12/13/14/15	1
297	210322	0/1/2/3/4/5/6/7/8	210322	0/1/(48580,2):(10955,13):(188110,0):(441760,9)/3/4/5/6/7/8	1
298	6071	0/1/2/3/7/5/6/4/8/9/10	6071	0/1/2/3/4/8/6/4/5/9/10	1
299	30543	0/1/2/3/4/5/6/7/8/9	30543	0/1/2/3/4/5/6/7/8/9	1
300	377234	0/1/2/3/4/5/6/7/8/9/10	377234	0/1/2/3/4/8/9/7/8/6/10	1
301	414924	0/1/2/3/4/5/6/7/8/9/10/11/12	414924	0/1/2/3/9/5/6/7/6/4/10/11/12	0
302	439251	0/1/2/3/4/5/6/7/8/9/10/11/12/13/12/15/16/17/18/19/20/21	439251	0/1/17/3/4/5/6/7/8/9/10/20/16/2/18/19/11/14/13/14/15/21	0
303	474656	0/1/2/3/4/5/6/7/12/9/10/11/12/13/14/15/1/17/18/19/20/21/22/23/24/25/26	474656	0/16/2/3/4/5/6/19/8/9/10/11/8/13/14/15/21/17/18/7/20/21/22/23/16/25/26	0
304	169366	0/1/2/3/4/5/6/7/8/14	169366	0/1/2/7/8/5/6/3/4/14	0
305	63546	0/1/2/14/15/5/6/18/8/9/10/11/12/13/14/15/16/17/7/19/20/21/22	63546	0/1/13/14/15/5/17/7/8/9/10/11/12/2/14/4/5/17/18/19/9/21/22	0
306	442702	0/1/2/3/4/(116826,4):(179737,9)/16/10/8/12/11/9/10/13/(320852,8)/14/15/16/17/18	442702	0/1/2/3/4/5/6/10/8/9/10/11/12/13/14/15/6/17/18	0
307	58177	0/8/2/3/4/5/6/7/8/2/10/11/12/13/14/15	58177	0/8/9/3/4/5/6/7/1/2/10/11/12/13/14/15	1
308	351784	0/1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16	351784	0/1/2/3/4/5/8/7/6/9/10/11/12/13/14/15/16	0
309	185871	0/1/2/3/4/5/6/7/8/9/10/11/12/18/14/15/16/(212167,4):(386863,8):(301046,10)/13/19/20/21/22/23/(485195,3)/25/26/27/28	185871	0/1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/13/19/20/21/22/23/24/25/26/27/28	0
310	194211	0/5/6/3/4/1/2/7	194211	0/1/2/3/4/5/6/7	0
311	78685	0/1/2/8/4/5/6/7/3/9/10/11/12	78685	0/1/2/3/4/5/6/7/8/9/10/11/12	0
312	260049	0/1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17	260049	0/1/2/3/4/9/10/7/8/5/6/11/12/13/14/15/16/17	0
313	319154	0/1/2/3/4/5/6/7/8/9/10/11/12/13/14/15	319154	0/1/2/3/4/5/6/7/8/9/10/11/12/13/14/15	1
314	492027	0/1/2/3/4/5/6/7/8/9/10/11/12/13/14/20/16/17/18/5/15/21	492027	13/1/2/3/4/5/6/7/8/9/15/11/12/0/14/15/16/17/18/5/20/21	0
315	432985	0/1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16	432985	0/1/2/3/4/10/6/7/8/9/5/11/12/13/14/15/16	0
316	39958	0/1/2/3/4/5/9/7/8/6/10	39958	0/1/2/3/4/5/6/7/8/9/10	0
317	102085	0/1/2/3/4/5/6/7/8/18/10/11/12/25/26/15/16/20/9/19/17/21/22/23/24/25/14/27	102085	0/1/2/3/4/5/6/15/8/18/10/11/12/25/26/7/16/17/9/19/20/21/22/23/24/13/14/27	0
318	435722	0/1/2/3/4/5/6/7/8/9/10/11/12/13	435722	0/1/2/3/4/5/6/7/8/9/10/11/12/13	1
319	370653	10/1/2/3/4/5/3/7/8/9/10/11/12/13/14	370653	0/1/5/3/4/2/3/7/8/9/10/11/12/13/14	1
320	175300	0/1/33/3/4/5/22/7/11/9/10/8/12/13/14/15/16/17/18/36/20/21/6/7/24/25/26/27/32/29/30/31/32/2/34/35/36/37/7/39/3/41/29	175300	0/1/2/40/4/5/22/38/8/9/10/8/12/13/14/15/16/17/18/19/20/21/22/7/24/25/26/27/28/42/30/33/32/33/34/35/19/37/38/39/40/41/42	1
321	230285	0/1/2/3/4/5/6/7/8/9/10/11/12/26/14/15/16/17/18/19/20/21/11/23/24/25/13/27/6/29/19/31/32	230285	0/1/2/3/4/19/6/7/8/9/10/11/25/26/14/15/16/17/18/30/20/(36371,1)/21/22/23/24/12/13/27/28/29/5/31/32	0
322	512798	0/1/2/3/4/5/6/7/13/9/10/11/12/8/14/15/16/12	512798	0/1/2/3/4/5/6/7/8/9/10/11/17/13/14/15/16/12	0
323	268480	0/1/2/3/4/8/9/7/5/6/10	268480	0/1/2/3/4/5/9/7/8/9/10	1
324	414610	0/4/2/3/1/5	414610	0/1/2/3/4/5	0
325	10701	0/1/2/3/4/8/9/7/5/9/10	10701	0/1/2/3/4/5/9/7/8/6/10	1
326	2841	0/6/2/3/4/5/1/7/8	2841	0/1/2/3/4/5/6/7/8	0
327	381359	0/1/2/3/4/5/6/7/8/9/10/11/14/13/14/15/16/17/18/19	381359	0/4/5/3/1/2/6/7/8/9/10/11/14/13/12/15/16/17/18/19	0
328	226645	0/1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16	226645	0/1/2/7/4/5/6/3/8/9/10/11/12/13/14/15/16	0
329	421602	0/1/2/3/4/5/6/7/8/9/10/11	421602	0/1/6/3/4/5/2/7/8/9/10/11	0
330	31497	0/1/2/3/4/10/11/7/8/9/5/6/12/13/14/15/16/17/18	31497	0/1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18	0
331	417206	0/1/2/5/4/3/6/7/8/9/10/11/12/13	417206	0/1/2/3/4/5/6/7/8/9/10/11/12/13	0
332	230191	16/17/18/4/20/21/22/23/24/25/26/27/28	230191	16/17/18/4/20/21/11/23/24/25/26/27/28	1
333	27923	0/21/22/13/4/5/6/7/8/18/19/11/12/3/14/15/16/17/9/10/20/1/2/23/24/25	27923	0/1/2/3/4/5/6/7/8/18/10/11/12/3/14/15/16/17/9/19/20/1/22/23/24/25	0
334	123630	0/1/2/9/6/7/(422694,13)/4/3/4/5/10/11/12/13/14/15	123630	0/1/2/3/8/5/6/7/4/9/10/11/12/13/14/15	0
335	509697	0/1/2/3/4/5/6/7/8/9/10/11/12	509697	0/1/2/3/4/9/10/7/8/5/6/11/12	0
336	431847	0/1/2/3/4/8/9/7/5/6/10/11/12/13/14	431847	0/1/2/3/4/5/6/7/8/9/10/11/12/13/14	1
337	461833	0/1/2/3/6/5/4/7/8/9/10	461833	0/1/2/3/4/5/6/7/8/9/10	0
338	418474	0/1/2/3/4/5/6/7/8/9/10/11/12/13/14	418474	3/4/2/0/1/5/6/7/8/9/10/11/14/13/14	1
339	477362	0/9/13/3/4/5/6/20/8/1/23/11/12/10/14/15/16/17/18/6/20/21/22/10/24/25/26/27	477362	8/1/2/3/4/5/19/7/0/1/13/11/12/13/14/15/16/17/18/6/7/21/22/23/24/25/26/27	0
340	415561	0/3/1/2/9/5/6/7/8/4/10/11/12	415561	0/3/1/2/4/10/6/7/8/9/10/11/12	0
341	253074	0/1/2/3/4/5/6/7/18/9/21/11/12/13/14/15/22/17/18/19/7/10/22	253074	0/1/2/3/4/5/6/20/8/9/10/11/12/13/14/15/16/17/18/19/20/21/22	0
342	441518	0/1/2/3/4/5/6	441518	0/1/2/3/4/5/6	1
343	388405	0/1/2/3/4/5/6/2/8/9/10/11/12/1/14/15/16/17	388405	0/1/7/3/9/5/6/2/8/4/10/11/12/13/14/15/16/17	0
344	113403	0/1/2/7/4/5/6/3/8/9/10/11	113403	0/1/2/3/4/5/6/7/8/9/10/11	0
345	307833	5/0/1/2/3/4/5/12/7/8/5/10/11/6/13/14/5/16/15	307833	0/1/2/3/4/6/7/14/10/12/13/8/16	1
346	487609	0/1/2/3/4/5/6/7	487609	0/1/2/6/4/5/3/7	0
347	104965	0/1/2/19/4/5/6/8/9/10/11/13/14/15/16/0/18/3/20	104965	7/0/1/2/3/4/5/6/7/8/9/(234788,7):(128936,9)/7/13/14/15/16/0/18/19/20/12	0
348	235673	0/1/2/3/4/5/6/7/8/9/10/11	235673	0/1/2/3/4/5/9/7/8/6/10/11	0
349	356453	0/1/2/3/4/5/6/12/13/14/10/11/7/8/9/15	356453	0/1/2/3/4/5/6/7/8/14/10/11/7/13/14/15	0
350	228863	0/1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16	228863	0/1/2/11/4/5/6/7/8/9/10/3/12/13/14/15/16	0
351	58369	0/1/5/3/4/5/11/7/15/9/(62120,9):(91798,2)/6/12/13/14/15/28/29/18/(89421,16)	58369	0/1/5/3/4/5/6/7/15/9/10/11/12/13/14/8/16/17/18	0
352	395910	0/1/2/3/7/5/6/7	395910	0/1/2/3/7/5/6/4	1
353	488991	0/1/2/3/19/5/6/7/8/9/10/11/12/13/14/15/16/17/18/4/20/21/22/23/24/25	488991	0/1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20/21/22/23/24/25	1
354	311735	0/1/2/3/4/5/6	311735	0/1/2/3/4/5/6	1
355	246231	0/1/2/3/4/5/6/7/8	246231	0/1/2/3/4/5/6/7/8	1
