,answer1,answer2,label,sas,f1,berttrained,bertvanilla,bi_encoder,bleu,rouge_L,meteor,0_bert_score_prime,1_bert_score_prime,2_bert_score_prime,3_bert_score_prime,4_bert_score_prime,5_bert_score_prime,6_bert_score_prime,7_bert_score_prime,8_bert_score_prime,9_bert_score_prime,10_bert_score_prime,11_bert_score_prime,0_bert_score,1_bert_score,2_bert_score,3_bert_score,4_bert_score,5_bert_score,6_bert_score,7_bert_score,8_bert_score,9_bert_score,10_bert_score,11_bert_score,12_bert_score_prime,12_bert_score
58,Video On Demand,(HDTV),0.0,0.2194282859563827,0.0,0.4653975069522857,0.3193037807941437,0.4858234822750092,0.0,0.0,0.0,0.11277116,0.1563465,0.20496708,0.23375753,0.27057812,0.31738988,0.3536875,0.3888502,0.37330887,0.38917908,0.4167182,0.51702136,0.20725401,0.26347566,0.31930378,0.33459452,0.33710945,0.37240177,0.3719605,0.3806483,0.4030626,0.43127576,0.46804807,0.50626934,0.46539742,0.51871985
59,25m,36% of households,0.0,0.017131159082055,0.0,0.1470208466053009,0.3762849867343903,0.1241400018334388,0.0,0.0,0.0,0.21999201,0.244421,0.26110542,0.23549955,0.24434559,0.25320882,0.29002315,0.32988593,0.3133881,0.3127444,0.30071577,0.30098712,0.29599154,0.3219227,0.37628502,0.37343758,0.40659314,0.4328727,0.42244813,0.42064807,0.40366712,0.38269493,0.38211268,0.4120084,0.14702088,0.3195564
60,36%,2.4m customers,0.0,0.0176640879362821,0.0,0.1711888611316681,0.3535974621772766,0.1740355193614959,0.0,0.0,0.0,0.19520147,0.25641793,0.30993998,0.2949056,0.27437708,0.26613998,0.28845504,0.32467523,0.29644486,0.2795997,0.2640313,0.24035883,0.28444833,0.319809,0.35359752,0.3408947,0.36553836,0.3956276,0.40903562,0.40764323,0.40005586,0.39606112,0.4013395,0.4378286,0.17118886,0.37418902
61,Sky TV bills,claimants,0.0,0.0093505131080746,0.0,0.1442001014947891,0.2891894876956939,0.1203600466251373,0.0,0.0,0.0,0.09720118,0.13532504,0.1845896,0.22150783,0.19523399,0.20781359,0.23538262,0.27262348,0.24261105,0.22848772,0.20954254,0.34793487,0.11366745,0.15235002,0.28918952,0.3109483,0.32066596,0.31991345,0.32455432,0.33159488,0.38087443,0.39335436,0.41047525,0.46366948,0.14420007,0.45034295
62,a man's presence,mother is wrongly claiming to be living alone,0.0,0.0094489473849535,0.0,0.1060253977775573,0.3282394707202911,0.0803959146142005,0.0,0.0,0.0,0.14826086,0.2173979,0.2605535,0.2794445,0.24745865,0.22014996,0.21353722,0.23410073,0.23731558,0.23252907,0.17246799,0.19954799,0.1988707,0.23875016,0.3282394,0.33149964,0.33894214,0.36508337,0.36718374,0.3579177,0.36265403,0.35572296,0.40251428,0.47538042,0.10602538,0.4611076
63,Liberal Party,Liberals,1.0,0.8132712841033936,0.0,0.67989182472229,0.5763348937034607,0.7203707695007324,0.0,0.0,0.4545454545454545,0.54331756,0.57034606,0.59070665,0.58408827,0.6125558,0.6748066,0.6855145,0.6844525,0.661802,0.6551606,0.63586015,0.6968019,0.49504015,0.54394186,0.576335,0.5768555,0.56228906,0.61378706,0.5991186,0.5936289,0.57076967,0.56009805,0.61809266,0.61513937,0.6798918,0.52201164
64,National Party,Nationals,1.0,0.6359160542488098,0.0,0.6718937158584595,0.3344314992427826,0.6975024938583374,0.0,0.0,0.4545454545454545,0.54581755,0.55052465,0.55936754,0.5462786,0.54813296,0.56418353,0.58977884,0.6038509,0.5898237,0.6054196,0.5992015,0.6417746,0.30740717,0.2838361,0.33443147,0.370098,0.3705858,0.38342044,0.38315514,0.37431404,0.39226523,0.3758344,0.35729748,0.356039,0.6718938,0.2949315
65,The Greens,Australian Greens,1.0,0.5844908356666565,0.6666666666666666,0.8396406769752502,0.68647301197052,0.8354678750038147,0.0,0.5,0.25,0.7084735,0.71569777,0.73246515,0.7444274,0.72709054,0.7463295,0.7555252,0.7670219,0.781564,0.7944869,0.80046433,0.8143809,0.6366334,0.6514173,0.6864731,0.68698275,0.6858135,0.7057107,0.71741486,0.70098674,0.7156442,0.6828431,0.6865591,0.73576117,0.8396405,0.6681767
66,Labor,Australian Labor Party,1.0,0.501820981502533,0.5,0.661987841129303,0.5235695242881775,0.6721486449241638,0.0,0.5,0.1785714285714285,0.55619437,0.56692356,0.5768247,0.5737655,0.5560231,0.5550141,0.5564252,0.57593435,0.554608,0.5734712,0.5846345,0.6428762,0.5808327,0.5782188,0.5235694,0.49947953,0.4545588,0.46710768,0.45757744,0.4347166,0.44002372,0.4276181,0.45304134,0.43633232,0.66198784,0.40420714
67,"270,000","121,200",0.0,0.310833215713501,0.0,0.2512577176094055,0.7040148973464966,0.2500142455101013,0.0,0.0,0.0,0.31660113,0.35737222,0.37455395,0.37284216,0.39712137,0.487554,0.52625585,0.55561835,0.53337836,0.4936849,0.4847211,0.41467974,0.5796628,0.6544861,0.7040149,0.71817636,0.748834,0.75514764,0.7467537,0.7319783,0.7226067,0.7205009,0.72377086,0.7456825,0.25125772,0.7551075
68,warmest regions,semi-deserts,0.0,0.0109420586377382,0.0,0.2134351283311844,0.3151742815971374,0.2127386033535004,0.0,0.0,0.0,0.33404002,0.36196494,0.351055,0.3173429,0.29597464,0.25258657,0.24229454,0.26741922,0.2870986,0.29088277,0.27945292,0.2993862,0.19308493,0.25390345,0.31517428,0.3433452,0.37351978,0.43833852,0.42903924,0.41957015,0.44900185,0.43280354,0.48715377,0.5156031,0.21343517,0.5553278
69,2009,7 February 2009,1.0,0.3899961411952973,0.5,0.665343165397644,0.6538216471672058,0.6304848194122314,0.0,0.5,0.1785714285714285,0.5835353,0.6232305,0.6433732,0.63856924,0.64133924,0.6503738,0.6647811,0.6684393,0.65453035,0.6421799,0.6343159,0.6842954,0.635476,0.6561205,0.6538219,0.64967626,0.64336205,0.6356105,0.653596,0.63492066,0.61603814,0.5926744,0.59985775,0.6382407,0.66534317,0.5594906
70,major car brands,car,1.0,0.5543820261955261,0.5,0.5741438269615173,0.5877045392990112,0.5119716525077821,0.0,0.5,0.4166666666666667,0.4750079,0.4793351,0.51245755,0.5031528,0.4520775,0.43390954,0.44961149,0.48518276,0.4820696,0.5000718,0.5113549,0.6060015,0.572255,0.54291713,0.58770454,0.54428345,0.5198915,0.5232389,0.52511847,0.5015154,0.51484877,0.52008075,0.5553663,0.6033783,0.57414395,0.4568163
71,October 2016,2013,0.0,0.0122489752247929,0.0,0.4042260348796844,0.587356686592102,0.4647738039493561,0.0,0.0,0.0,0.44671285,0.52110064,0.56422085,0.57639825,0.5836318,0.60608006,0.6141363,0.60309845,0.5764097,0.5219491,0.48568332,0.4800159,0.58703274,0.5943944,0.5873569,0.59151167,0.6078605,0.5992842,0.63211167,0.60520726,0.6238352,0.63495517,0.6342377,0.651545,0.40422603,0.47276825
72,government-owned,several private and public railway operators,0.0,0.0264244582504034,0.0,0.3402535319328308,0.4011152982711792,0.3515979647636413,0.0,0.0,0.0,0.16734008,0.21695656,0.26165596,0.29285073,0.2986595,0.31636223,0.34369692,0.37357226,0.36206046,0.35634837,0.34655696,0.41078848,0.27678886,0.33515438,0.40111515,0.42297894,0.44625744,0.4640543,0.44907117,0.45927343,0.46645117,0.4999453,0.5293354,0.5598952,0.34025353,0.51412886
73,sevenfold,"76,000 to 540,000",1.0,0.0227178744971752,0.0,0.2300567477941513,0.3549287617206573,0.224750354886055,0.0,0.0,0.0,0.22485891,0.27257323,0.29200137,0.28137556,0.24233055,0.25109845,0.29692098,0.30177462,0.2965517,0.28945017,0.2619366,0.29187354,0.24390255,0.28873375,0.3549287,0.3540596,0.37615827,0.3851422,0.39784256,0.40436104,0.42476562,0.4112879,0.41048154,0.510757,0.23005675,0.4194284
74,Premier,Premier of Victoria,1.0,0.3924857378005981,0.5,0.6423201560974121,0.6870538592338562,0.6177960038185121,0.0,0.5,0.1785714285714285,0.5550498,0.5735098,0.6146485,0.6270335,0.63418686,0.6500349,0.67676747,0.692226,0.69289875,0.70440704,0.70915246,0.7173301,0.6681632,0.6782237,0.68705386,0.61773425,0.5936764,0.5857989,0.53677183,0.51819295,0.49346486,0.4578596,0.4475841,0.4602206,0.64232004,0.36050215
75,$8.7 billion,24%,0.0,0.0109555246308445,0.0,0.1308461874723434,0.4178819060325623,0.1224196553230285,0.0,0.0,0.0,0.21752693,0.27707744,0.34584484,0.33393565,0.281193,0.28860494,0.34594813,0.36241648,0.31273368,0.29120982,0.25478593,0.22135323,0.35184145,0.36685112,0.4178819,0.39473298,0.39120072,0.42031938,0.41809788,0.4238421,0.40678754,0.41225287,0.4644349,0.4710221,0.13084619,0.46760893
76,tourism,big,0.0,0.0092914095148444,0.0,0.1388256102800369,0.3154254257678985,0.1730496883392334,0.0,0.0,0.0,0.13713044,0.20651916,0.24314594,0.20631781,0.162067,0.12184554,0.13900824,0.17997906,0.16002218,0.1908602,0.15136532,0.18988957,0.15081438,0.18407214,0.31542546,0.35458666,0.40765223,0.4224886,0.4003392,0.37916258,0.39311504,0.36435506,0.3608822,0.30106997,0.13882568,0.23741546
77,regional cities,Phillip Island,0.0,0.0095299575477838,0.0,-0.0620668120682239,0.2644718885421753,-0.0896457061171531,0.0,0.0,0.0,0.10504133,0.15331078,0.21230981,0.24248159,0.22846752,0.21731599,0.18204692,0.15541382,0.15678841,0.15090129,0.13140363,0.1368705,0.20717424,0.18709156,0.26447195,0.33011708,0.36195818,0.36510104,0.37841803,0.3806037,0.38067594,0.38117802,0.36039418,0.39254782,0.0,0.39285865
78,the southern and central parts of France,about one-eighth,0.0,0.0094158528372645,0.0,0.0765946358442306,0.3327825665473938,0.0420559309422969,0.0,0.0,0.0,0.14125063,0.17937033,0.20721233,0.22191416,0.21713696,0.19923507,0.23070163,0.2382812,0.22769974,0.2444722,0.23259701,0.2852424,0.28494972,0.28970778,0.33278263,0.3279099,0.3457535,0.34912896,0.33812547,0.32754537,0.3344077,0.30818558,0.3477803,0.39595583,0.07659458,0.36080307
79,some of the Huguenots were nobles trying to establish separate centers of power in southern France,political reasons,0.0,0.2676485180854797,0.0,0.0827448442578315,0.3008389174938202,0.0346523970365524,0.0,0.0,0.0,0.10895544,0.1625743,0.18732522,0.20437998,0.19060189,0.1513018,0.15768108,0.19130479,0.20385396,0.20314239,0.18081895,0.20588677,0.1350231,0.20400178,0.30083886,0.2937367,0.2855817,0.3019475,0.29715872,0.28979775,0.29263943,0.28717053,0.2969298,0.37478688,0.08297415,0.32967114
80,economic separation,worked as weavers,0.0,0.0093013392761349,0.0,0.0894766524434089,0.3437322378158569,0.0684900656342506,0.0,0.0,0.0,0.11042553,0.15084696,0.19705462,0.19953327,0.20284149,0.16046433,0.18130703,0.22279584,0.20581949,0.20002276,0.17526457,0.21752098,0.17644621,0.21060015,0.34373233,0.3688296,0.37778017,0.3878453,0.40897217,0.40745005,0.43818167,0.44333318,0.46457016,0.5261633,0.08947664,0.4087145
81,surnames,names,1.0,0.9460007548332214,0.0,0.6903032064437866,0.4959779977798462,0.7568175792694092,0.0,0.0,0.0,0.18826354,0.22038816,0.27308926,0.3323078,0.38628897,0.4551067,0.48004225,0.5427647,0.5491328,0.5867354,0.64087373,0.699295,0.3795499,0.4361609,0.49597812,0.525293,0.5610824,0.60836875,0.62296873,0.6073299,0.62783897,0.62952197,0.5635476,0.56209,0.6903031,0.53490907
82,Prussia,Great Elector Frederick William,0.0,0.009791076183319,0.0,0.2085215300321579,0.3668453395366669,0.2045425176620483,0.0,0.0,0.0,0.08134153,0.08876001,0.11407326,0.12491223,0.14230643,0.1672998,0.17761649,0.21248439,0.2091133,0.22757728,0.24377365,0.33201948,0.20017375,0.28721976,0.36684534,0.3856422,0.44035724,0.44751504,0.45906022,0.45370787,0.47946683,0.5161051,0.5518403,0.6087776,0.20852146,0.5111657
83,Parris Island,Southeastern U.S.,1.0,0.0090165631845593,0.0,0.1135346665978431,0.2444271296262741,0.0928132236003875,0.0,0.0,0.0,0.10710748,0.13508362,0.14735626,0.13433953,0.14997545,0.174894,0.20532565,0.19753906,0.19604215,0.17707545,0.16952656,0.261664,0.14280641,0.17385162,0.24442716,0.25184765,0.24757363,0.25961196,0.2726073,0.26546222,0.29897386,0.321948,0.36068675,0.3910519,0.113534704,0.32830957
84,1562,1564,0.0,0.2653370201587677,0.0,0.70875483751297,0.9058880805969238,0.7055824398994446,0.0,0.0,0.0,0.77676,0.79636097,0.80866134,0.8074038,0.80670404,0.8224873,0.83106935,0.8466388,0.8440888,0.80253744,0.7877227,0.78234947,0.8746947,0.8976701,0.9058881,0.91782415,0.93704915,0.9514023,0.9535524,0.9567842,0.96003634,0.95997787,0.9589007,0.9367008,0.7087549,0.9040601
85,William the Silent,Pierre L'Oyseleur,0.0,0.0096749849617481,0.0,0.121159553527832,0.3132683336734772,0.1098919734358787,0.0,0.0,0.0,0.10633158,0.12969984,0.17450592,0.20716462,0.21579517,0.22147635,0.23921055,0.269597,0.2477805,0.25264224,0.23358491,0.2769411,0.19322655,0.24338181,0.31326833,0.3105135,0.31924063,0.3315516,0.32990405,0.33212432,0.32740676,0.32614374,0.3965822,0.45841324,0.12115957,0.40182608
86,Calvinist,Walloon,0.0,0.0104662748053669,0.0,0.3038555383682251,0.2637420892715454,0.3531023263931274,0.0,0.0,0.0,0.081380464,0.1379785,0.17366913,0.20309901,0.21781775,0.2413364,0.26957247,0.2881771,0.25246975,0.26155007,0.26000437,0.32956028,0.13673021,0.18208669,0.26374215,0.29492295,0.36110222,0.41369665,0.42323396,0.40310764,0.4365089,0.46492612,0.48405617,0.48985898,0.3038555,0.4094782
87,1530,1523,0.0,0.3366517126560211,0.0,0.6159406304359436,0.7515578269958496,0.6174499988555908,0.0,0.0,0.0,0.71667933,0.7317822,0.7307483,0.75395167,0.7585944,0.77194756,0.76737916,0.77167606,0.7438085,0.7089431,0.6855528,0.67426056,0.60390824,0.7021208,0.75155807,0.77222764,0.80782235,0.8374474,0.84812045,0.8470577,0.8627136,0.87435323,0.8751441,0.87977314,0.61594063,0.8129979
88,Corliss,patent valve,0.0,0.0097573716193437,0.0,0.0033607876393944,0.234280988574028,-0.0049013625830411,0.0,0.0,0.0,0.10574216,0.13631181,0.17260054,0.20303072,0.180393,0.17038372,0.186633,0.21436895,0.22786403,0.22913323,0.21046634,0.263476,0.112210445,0.16176455,0.23428096,0.2387319,0.2506544,0.27900574,0.2856963,0.26736775,0.29043382,0.30582958,0.31669068,0.34971678,0.012615036,0.29949796
89,increase in the land available for cultivation,farm tractors,0.0,0.1634923964738845,0.0,0.4691336750984192,0.4234755337238312,0.479298323392868,0.0,0.0,0.0,0.108976744,0.17302036,0.22710142,0.26398253,0.26887485,0.25472507,0.30784285,0.36044446,0.35563523,0.36713785,0.37291914,0.49081555,0.21588215,0.3342379,0.42347547,0.4136291,0.3953843,0.42414895,0.40667686,0.38279545,0.39823997,0.389913,0.35338667,0.36886558,0.46913365,0.39928868
90,steam turbines,internal combustion engines,0.0,0.4936853647232056,0.0,0.3944558203220367,0.445916086435318,0.3855637311935425,0.0,0.0,0.0,0.19526654,0.23044793,0.29051715,0.33765045,0.39866823,0.40238914,0.43114913,0.4538795,0.46005085,0.4670933,0.4697767,0.51845926,0.2863095,0.4130514,0.4459162,0.49412543,0.5140264,0.5773597,0.58011395,0.5952684,0.626677,0.6089724,0.5331394,0.48049328,0.39445582,0.5345443
91,Reciprocating piston,steam turbines,0.0,0.3015370070934296,0.0,0.3338575661182403,0.2740837931632996,0.3109085261821747,0.0,0.0,0.0,0.09180609,0.11223025,0.16139281,0.1933056,0.21518862,0.2433507,0.29459628,0.33038455,0.351862,0.3311295,0.3379566,0.39652577,0.17995213,0.21840875,0.27408373,0.3003741,0.3396053,0.3890134,0.40505856,0.41249594,0.45296007,0.41873607,0.36728796,0.37893692,0.33385757,0.4185767
92,turbine,electric motors,0.0,0.2806403338909149,0.0,0.4533636569976806,0.4289624094963074,0.4720921516418457,0.0,0.0,0.0,0.23525238,0.287764,0.3774795,0.428082,0.46797928,0.48901385,0.50573975,0.51598907,0.51675093,0.52051365,0.5043532,0.5738997,0.23643592,0.33983737,0.42896232,0.48967272,0.51541823,0.5622648,0.5788359,0.57043076,0.5948983,0.5906453,0.58833486,0.5974218,0.45336372,0.53059
93,water pump,vacuum,0.0,0.0221200473606586,0.0,0.2119154036045074,0.3404844105243683,0.2645051181316376,0.0,0.0,0.0,0.22045548,0.2709044,0.31103167,0.27892587,0.29332426,0.23478538,0.21411587,0.21528387,0.1839268,0.18269348,0.22534281,0.29909948,0.16165477,0.21887943,0.34048435,0.4109329,0.45162877,0.48172134,0.5016542,0.4677471,0.46801004,0.40830705,0.4320616,0.45366448,0.21191534,0.27080113
94,cotton spinning,operations requiring constant speed,0.0,0.0121873570606112,0.0,0.1197231113910675,0.2909021377563477,0.0989830046892166,0.0,0.0,0.0,0.12532608,0.19813132,0.26481327,0.29436147,0.29375872,0.25599253,0.26258484,0.27764133,0.2710528,0.2713633,0.25862935,0.2852267,0.13967894,0.16326317,0.29090217,0.31275582,0.34351262,0.3663326,0.38640776,0.37562698,0.38196683,0.3858014,0.37210113,0.4173776,0.119723104,0.3525066
95,Advanced Steam,cogeneration processes,0.0,0.0095053203403949,0.0,0.086563616991043,0.2456510812044144,0.0645585507154464,0.0,0.0,0.0,0.052063126,0.10781154,0.13451871,0.16404007,0.17563733,0.2061906,0.23245536,0.27293348,0.25432312,0.2520196,0.22420266,0.26029596,0.12597208,0.16197093,0.24565108,0.26174513,0.28366962,0.31973287,0.35727206,0.3586206,0.39803976,0.40938598,0.43733725,0.48627156,0.086563624,0.36785617
96,pollution,Advanced Steam movement,0.0,0.0093886647373437,0.0,0.1067374125123024,0.3198536038398743,0.1109605357050895,0.0,0.0,0.0,0.10125998,0.15650387,0.1894163,0.21584225,0.18637818,0.1741591,0.17227463,0.15168115,0.15315591,0.16209804,0.14295566,0.19652791,0.10717925,0.18682109,0.31985357,0.34838217,0.41626433,0.45768687,0.4908829,0.49808925,0.5037727,0.5213591,0.5510676,0.57474405,0.10673732,0.3675217
97,injector,condensers,0.0,0.0096791936084628,0.0,0.193941593170166,0.3360828161239624,0.2151278406381607,0.0,0.0,0.0,0.137208,0.15610497,0.20523788,0.24752419,0.2969356,0.31264573,0.3579111,0.39087355,0.38339505,0.41363156,0.42454287,0.44639793,0.14368404,0.22956808,0.33608282,0.37709978,0.42599484,0.50316346,0.5228101,0.54243946,0.5719304,0.58174384,0.5718299,0.58678055,0.19394168,0.5248931
98,stoking,Mechanical stoker,1.0,0.6813884377479553,0.0,0.4619446694850921,0.2826684117317199,0.424924910068512,0.0,0.0,0.0,0.4510468,0.4220243,0.46287727,0.48202944,0.4426554,0.42588556,0.4681436,0.50514436,0.5124015,0.52438444,0.5184174,0.5676365,0.15263665,0.19234459,0.28266835,0.3232848,0.35371447,0.3822311,0.40603873,0.42866927,0.47399378,0.4881416,0.48339868,0.50990695,0.4619448,0.52279246
99,electrical generator,a turbo generator set with propulsion provided by electric motors,2.0,0.6835110783576965,0.1818181818181818,0.5983404517173767,0.5575502514839172,0.5969418883323669,0.0,0.1666666666666666,0.108695652173913,0.36005855,0.39762795,0.43838745,0.4513949,0.45249656,0.48413476,0.5183051,0.5768562,0.5913533,0.58808047,0.5824422,0.62232,0.40022853,0.5073352,0.5575503,0.5459674,0.5243744,0.5460367,0.5391321,0.5459706,0.55135953,0.5547189,0.5627603,0.6083962,0.59834045,0.6113025
100,liquid,gaseous,0.0,0.0837916061282157,0.0,0.3941186070442199,0.4203838706016541,0.4667279720306397,0.0,0.0,0.0,0.13729756,0.2142257,0.25508785,0.24772313,0.27318126,0.24479885,0.27421656,0.32108617,0.32978946,0.30946693,0.292815,0.3933858,0.21939723,0.31626138,0.42038378,0.49894223,0.56038433,0.61475366,0.64987785,0.6256364,0.6749259,0.6874659,0.6933395,0.7217825,0.39411867,0.65370077
101,oxides,oxide compounds,1.0,0.3453982770442962,0.0,0.8024289011955261,0.7059290409088135,0.8208006024360657,0.0,0.0,0.2631578947368421,0.58557653,0.60575116,0.6657123,0.70832074,0.74524236,0.7583808,0.76224273,0.75001496,0.7400832,0.73713166,0.74135077,0.7826989,0.60647726,0.6640821,0.7059291,0.7235499,0.77571094,0.7889662,0.79498637,0.8034096,0.8348335,0.85393363,0.87192893,0.8758814,0.8024287,0.8614832
102,dioxygen,diatomic gas,1.0,0.4212187826633453,0.0,0.3954958617687225,0.3104843199253082,0.4130174517631531,0.0,0.0,0.0,0.34775254,0.3339605,0.3608434,0.36286777,0.40618038,0.4190189,0.44443431,0.44576743,0.43190277,0.41282636,0.40870407,0.48844388,0.18397613,0.25574738,0.31048432,0.3467467,0.37493432,0.42230266,0.45677257,0.48568392,0.5414687,0.5660546,0.59559846,0.6024259,0.39549586,0.5065124
103,high-altitude ozone layer,ozone,1.0,0.7394605278968811,0.5,0.7016695737838745,0.4995755851268768,0.6970816254615784,0.0,0.4,0.4166666666666667,0.4660898,0.46582326,0.4852847,0.51737416,0.53548366,0.51951444,0.5433219,0.58118296,0.55871147,0.54513884,0.53319925,0.63265955,0.50307846,0.51691675,0.49957564,0.45481417,0.44697872,0.46746358,0.47656098,0.4747129,0.49125448,0.48625273,0.521445,0.5685827,0.70166945,0.49906513
104,water,organic molecules,0.0,0.0168281961232423,0.0,0.1139091923832893,0.3308220207691193,0.1461990475654602,0.0,0.0,0.0,0.119188875,0.18238248,0.22606418,0.22082147,0.22435705,0.2051139,0.18683553,0.19981395,0.21790099,0.18904984,0.14582944,0.2710187,0.1410341,0.20461653,0.33082208,0.37941173,0.46734828,0.5167539,0.54060644,0.54012984,0.58861375,0.6142025,0.6083565,0.65796787,0.11390918,0.5666416
105,photosynthesis,living organisms,0.0,0.0141385495662689,0.0,0.4106387495994568,0.2708954215049744,0.4412009119987488,0.0,0.0,0.0,0.12565182,0.18662599,0.2265591,0.22833285,0.28368506,0.27695286,0.27396715,0.2708011,0.275942,0.28965938,0.30208144,0.46064308,0.13648795,0.20972595,0.27089554,0.30609068,0.34982148,0.39898688,0.41525254,0.4227342,0.45291945,0.47636014,0.5292784,0.5458589,0.4106388,0.5110674
106,nitroaereus,spiritus nitroaereus,1.0,0.6936960220336914,0.6666666666666666,0.842584490776062,0.8459728956222534,0.8421741724014282,0.0,0.6666666666666666,0.2631578947368421,0.8300307,0.82066756,0.82744735,0.8397767,0.84686387,0.8407423,0.83497936,0.84402883,0.84893465,0.85954887,0.8602224,0.8832402,0.8028568,0.83333385,0.84597296,0.8447067,0.85377336,0.84609,0.83239186,0.8283193,0.8241114,0.8203425,0.81492823,0.8047871,0.8425846,0.7531346
107,Joseph Priestley,Priestley,2.0,0.8037286996841431,0.6666666666666666,0.8703532814979553,0.8409693837165833,0.8824477791786194,0.0,0.6666666666666666,0.4545454545454545,0.8266675,0.8323771,0.8429604,0.8447925,0.82558733,0.8307194,0.8303079,0.81909657,0.81110454,0.8024436,0.80664724,0.8431538,0.8190024,0.83871114,0.8409696,0.83590573,0.84672314,0.8373077,0.8386528,0.8396107,0.84183264,0.8421572,0.84256566,0.85229594,0.87035346,0.8196072
